Customer,Satisfaction_Overall,Satisfaction_Quality,Satisfaction_Speed,Order_Accurate,Total_Score,Avg_Score,Category_of_Satisfaction
3040,4.0,4.0,4.0,0,12.0,4.0,Satisfied
3041,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3042,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3043,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3044,3.0,3.0,3.0,0,9.0,3.0,Neutral
3045,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3046,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3047,3.0,3.0,3.0,1,9.0,3.0,Neutral
3048,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3049,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
3050,4.0,4.0,4.0,1,12.0,4.0,Satisfied
3051,4.0,4.0,4.0,1,12.0,4.0,Satisfied
3052,3.0,3.0,3.0,1,9.0,3.0,Neutral
3053,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3054,3.0,3.0,3.0,0,9.0,3.0,Neutral
3055,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3056,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3057,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3058,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3059,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3060,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3061,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
3062,3.0,3.0,3.0,1,9.0,3.0,Neutral
3086,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3087,3.0,3.0,3.0,1,9.0,3.0,Neutral
3088,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
3089,5.0,2.0,2.0,0,9.0,3.0,Neutral
3090,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3091,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3092,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
3093,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3094,5.0,3.0,3.0,0,11.0,3.6666666666666665,Satisfied
3095,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3096,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3097,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3098,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
3099,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3100,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3101,5.0,2.0,2.0,0,9.0,3.0,Neutral
3102,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3104,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3105,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
3106,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3137,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3138,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
3139,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3140,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3141,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3142,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3143,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3144,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3145,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3146,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
3147,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3148,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
3149,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3150,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3151,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3152,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3153,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3154,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
3155,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3156,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3157,3.0,3.0,3.0,1,9.0,3.0,Neutral
3158,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
3159,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3160,5.0,2.0,2.0,1,9.0,3.0,Neutral
3161,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3162,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3163,5.0,2.0,2.0,0,9.0,3.0,Neutral
3164,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3165,3.0,3.0,3.0,1,9.0,3.0,Neutral
3166,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
3167,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3168,4.0,3.0,3.0,0,10.0,3.3333333333333335,Satisfied
3169,5.0,2.0,2.0,1,9.0,3.0,Neutral
3170,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3171,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3172,1.0,4.0,4.0,1,9.0,3.0,Neutral
3173,3.0,3.0,3.0,1,9.0,3.0,Neutral
3174,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3175,3.0,3.0,3.0,0,9.0,3.0,Neutral
3176,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
3177,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3178,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
3179,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3180,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3181,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3182,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3183,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3184,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3185,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3186,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
3187,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3188,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
3189,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3190,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3191,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3192,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3193,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3194,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
3195,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3196,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3197,3.0,3.0,3.0,1,9.0,3.0,Neutral
3198,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
3199,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3200,5.0,2.0,2.0,1,9.0,3.0,Neutral
3201,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3202,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3203,5.0,2.0,2.0,0,9.0,3.0,Neutral
3204,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3205,3.0,3.0,3.0,1,9.0,3.0,Neutral
3206,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
3207,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3208,4.0,3.0,3.0,0,10.0,3.3333333333333335,Satisfied
3209,5.0,2.0,2.0,1,9.0,3.0,Neutral
3210,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3211,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3212,1.0,4.0,4.0,1,9.0,3.0,Neutral
3213,3.0,3.0,3.0,1,9.0,3.0,Neutral
3214,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3215,3.0,3.0,3.0,0,9.0,3.0,Neutral
3216,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
3217,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3218,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
3219,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3220,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3221,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3222,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3223,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3224,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3225,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3226,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
3227,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3228,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
3229,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3230,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3231,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3232,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3233,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
3234,4.0,5.0,5.0,0,14.0,4.666666666666667,Satisfied
3235,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
3236,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3237,3.0,3.0,3.0,1,9.0,3.0,Neutral
3238,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
3239,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3240,5.0,2.0,2.0,1,9.0,3.0,Neutral
3241,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3242,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3243,5.0,2.0,2.0,0,9.0,3.0,Neutral
3244,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3245,3.0,3.0,3.0,1,9.0,3.0,Neutral
3247,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3248,3.0,3.0,3.0,0,9.0,3.0,Neutral
3249,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
3250,5.0,2.0,2.0,1,9.0,3.0,Neutral
3251,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3252,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
3253,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
3254,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3255,5.0,3.0,3.0,0,11.0,3.6666666666666665,Satisfied
3256,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3257,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3258,2.0,5.0,5.0,1,12.0,4.0,Satisfied
3259,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
3260,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3261,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3262,5.0,2.0,2.0,1,9.0,3.0,Neutral
3263,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3278,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3279,1.0,3.0,5.0,1,9.0,3.0,Neutral
3280,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
3281,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3282,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3283,1.0,5.0,3.0,0,9.0,3.0,Neutral
3284,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3285,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3286,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3287,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3288,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3289,4.0,2.0,3.0,1,9.0,3.0,Neutral
3290,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
3291,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
3292,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
3293,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
3294,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3295,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
3296,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3297,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
3298,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3299,4.0,3.0,5.0,1,12.0,4.0,Satisfied
3300,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
3301,1.0,5.0,2.0,1,8.0,2.6666666666666665,Satisfied
3302,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3303,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
3304,4.0,2.0,4.0,0,10.0,3.3333333333333335,Satisfied
3305,5.0,4.0,3.0,1,12.0,4.0,Satisfied
3306,2.0,4.0,5.0,0,11.0,3.6666666666666665,Satisfied
3307,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3308,3.0,5.0,1.0,1,9.0,3.0,Neutral
3309,1.0,3.0,5.0,0,9.0,3.0,Neutral
3310,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3311,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
3312,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3313,2.0,2.0,5.0,1,9.0,3.0,Neutral
3314,4.0,1.0,2.0,0,7.0,2.3333333333333335,Satisfied
3315,4.0,5.0,3.0,1,12.0,4.0,Satisfied
3316,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3317,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3318,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3319,1.0,3.0,5.0,1,9.0,3.0,Neutral
3320,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
3321,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3322,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3323,1.0,5.0,3.0,0,9.0,3.0,Neutral
3324,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3325,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3326,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3327,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3328,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3329,4.0,2.0,3.0,1,9.0,3.0,Neutral
3330,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
3331,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
3332,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
3333,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
3334,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3335,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
3336,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3337,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
3338,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3339,4.0,3.0,5.0,1,12.0,4.0,Satisfied
3340,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
3341,1.0,5.0,2.0,1,8.0,2.6666666666666665,Satisfied
3342,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3343,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
3344,4.0,2.0,4.0,0,10.0,3.3333333333333335,Satisfied
3345,5.0,4.0,3.0,1,12.0,4.0,Satisfied
3346,2.0,4.0,5.0,0,11.0,3.6666666666666665,Satisfied
3347,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3348,3.0,5.0,1.0,1,9.0,3.0,Neutral
3349,1.0,3.0,5.0,0,9.0,3.0,Neutral
3350,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3351,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
3352,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3353,2.0,2.0,5.0,1,9.0,3.0,Neutral
3354,4.0,1.0,2.0,0,7.0,2.3333333333333335,Satisfied
3355,4.0,5.0,3.0,1,12.0,4.0,Satisfied
3356,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3357,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3358,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3359,1.0,3.0,5.0,1,9.0,3.0,Neutral
3360,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
3361,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3362,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3363,1.0,5.0,3.0,0,9.0,3.0,Neutral
3364,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3365,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3366,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3367,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3368,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3369,4.0,2.0,3.0,1,9.0,3.0,Neutral
3370,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
3371,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
3372,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
3373,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
3374,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3375,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
3376,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3377,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
3378,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3379,4.0,3.0,5.0,1,12.0,4.0,Satisfied
3380,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
3381,1.0,5.0,2.0,1,8.0,2.6666666666666665,Satisfied
3382,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
3383,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
3384,4.0,2.0,4.0,0,10.0,3.3333333333333335,Satisfied
3385,5.0,4.0,3.0,1,12.0,4.0,Satisfied
3386,2.0,4.0,5.0,0,11.0,3.6666666666666665,Satisfied
3387,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3388,3.0,5.0,1.0,1,9.0,3.0,Neutral
3389,1.0,3.0,5.0,0,9.0,3.0,Neutral
3390,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3391,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
3392,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3393,2.0,2.0,5.0,1,9.0,3.0,Neutral
3394,4.0,1.0,2.0,0,7.0,2.3333333333333335,Satisfied
3395,4.0,5.0,3.0,1,12.0,4.0,Satisfied
3396,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
3397,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
3398,3.0,5.0,4.0,0,12.0,4.0,Satisfied
3399,1.0,3.0,5.0,1,9.0,3.0,Neutral
3400,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
3401,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3402,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
3403,1.0,5.0,3.0,0,9.0,3.0,Neutral
3404,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3405,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3406,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
3408,5.0,5.0,4.0,0,14.0,4.666666666666667,Satisfied
3409,3.0,2.0,3.0,1,8.0,2.6666666666666665,Satisfied
3410,4.0,4.0,1.0,1,9.0,3.0,Neutral
3411,5.0,3.0,5.0,1,13.0,4.333333333333333,Satisfied
3412,2.0,1.0,2.0,1,5.0,1.6666666666666667,Not satisfied
3413,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
3414,1.0,2.0,5.0,1,8.0,2.6666666666666665,Satisfied
3415,3.0,4.0,2.0,0,9.0,3.0,Neutral
3416,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3417,3.0,2.0,3.0,1,8.0,2.6666666666666665,Satisfied
3418,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
3419,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
3420,4.0,1.0,3.0,1,8.0,2.6666666666666665,Satisfied
3421,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
3422,1.0,3.0,2.0,1,6.0,2.0,Not satisfied
3423,5.0,2.0,4.0,1,11.0,3.6666666666666665,Satisfied
3424,2.0,2.0,4.0,0,8.0,2.6666666666666665,Satisfied
3425,4.0,4.0,3.0,1,11.0,3.6666666666666665,Satisfied
3426,5.0,4.0,5.0,0,14.0,4.666666666666667,Satisfied
3427,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3428,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
3429,3.0,3.0,5.0,0,11.0,3.6666666666666665,Satisfied
3430,1.0,1.0,5.0,1,7.0,2.3333333333333335,Satisfied
3431,5.0,5.0,2.0,1,12.0,4.0,Satisfied
3432,3.0,5.0,1.0,1,9.0,3.0,Neutral
3433,2.0,2.0,5.0,1,9.0,3.0,Neutral
3434,2.0,1.0,2.0,0,5.0,1.6666666666666667,Not satisfied
3435,4.0,5.0,3.0,1,12.0,4.0,Satisfied
3441,5.0,3.0,4.0,1,12.0,4.0,Satisfied
3442,3.0,4.0,3.0,1,10.0,3.3333333333333335,Satisfied
3443,4.0,5.0,2.0,0,11.0,3.6666666666666665,Satisfied
3444,5.0,3.0,4.0,1,12.0,4.0,Satisfied
3445,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
3446,5.0,2.0,5.0,1,12.0,4.0,Satisfied
3447,1.0,4.0,3.0,1,8.0,2.6666666666666665,Satisfied
3448,3.0,3.0,2.0,0,8.0,2.6666666666666665,Satisfied
3449,5.0,1.0,3.0,1,9.0,3.0,Neutral
3450,3.0,5.0,3.0,1,11.0,3.6666666666666665,Satisfied
3451,5.0,3.0,4.0,1,12.0,4.0,Satisfied
3452,2.0,2.0,5.0,1,9.0,3.0,Neutral
3453,4.0,5.0,3.0,1,12.0,4.0,Satisfied
3454,3.0,4.0,2.0,1,9.0,3.0,Neutral
3455,1.0,5.0,1.0,0,7.0,2.3333333333333335,Satisfied
3456,5.0,4.0,5.0,1,14.0,4.666666666666667,Satisfied
3457,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
3458,4.0,5.0,4.0,1,13.0,4.333333333333333,Satisfied
3459,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
3460,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
3461,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
3462,3.0,3.0,3.0,1,9.0,3.0,Neutral
3463,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
3464,5.0,4.0,4.0,0,13.0,4.333333333333333,Satisfied
3465,3.0,3.0,2.0,1,8.0,2.6666666666666665,Satisfied
3466,2.0,3.0,4.0,0,9.0,3.0,Neutral
3467,2.0,2.0,3.0,1,7.0,2.3333333333333335,Satisfied
3468,4.0,5.0,4.0,1,13.0,4.333333333333333,Satisfied
3469,4.0,1.0,2.0,0,7.0,2.3333333333333335,Satisfied
3470,3.0,4.0,5.0,1,12.0,4.0,Satisfied
3471,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
3472,3.0,3.0,4.0,1,10.0,3.3333333333333335,Satisfied
3473,1.0,2.0,5.0,1,8.0,2.6666666666666665,Satisfied
3474,5.0,5.0,1.0,0,11.0,3.6666666666666665,Satisfied
3475,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
3476,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
3477,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
3478,5.0,4.0,3.0,0,12.0,4.0,Satisfied
3479,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
3480,3.0,3.0,2.0,1,8.0,2.6666666666666665,Satisfied
3481,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3482,3.0,3.0,3.0,1,9.0,3.0,Neutral
3483,4.0,4.0,4.0,0,12.0,4.0,Satisfied
3484,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3485,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3486,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3487,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3488,3.0,3.0,3.0,0,9.0,3.0,Neutral
3489,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3490,3.0,3.0,3.0,1,9.0,3.0,Neutral
3491,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3492,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3493,4.0,4.0,4.0,1,12.0,4.0,Satisfied
3494,3.0,3.0,3.0,1,9.0,3.0,Neutral
3495,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
3496,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3497,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3498,4.0,4.0,4.0,1,12.0,4.0,Satisfied
3499,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3500,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3501,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3502,3.0,3.0,3.0,1,9.0,3.0,Neutral
3503,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3504,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3505,3.0,3.0,3.0,1,9.0,3.0,Neutral
3506,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
3507,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3508,4.0,4.0,4.0,1,12.0,4.0,Satisfied
3509,4.0,4.0,4.0,0,12.0,4.0,Satisfied
3510,3.0,3.0,3.0,1,9.0,3.0,Neutral
3511,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3512,3.0,3.0,3.0,1,9.0,3.0,Neutral
3513,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3514,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3515,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3516,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3517,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3518,5.0,5.0,5.0,0,15.0,5.0,Satisfied
3519,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3520,3.0,3.0,3.0,1,9.0,3.0,Neutral
3521,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3522,3.0,3.0,3.0,1,9.0,3.0,Neutral
3523,4.0,4.0,4.0,0,12.0,4.0,Satisfied
3524,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3525,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
3526,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3527,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
3528,3.0,3.0,3.0,0,9.0,3.0,Neutral
3529,5.0,5.0,5.0,1,15.0,5.0,Satisfied
3530,3.0,3.0,3.0,1,9.0,3.0,Neutral
